RESTAURANT;DIRECCION;NOMBRE_PLATO;DESCRIPCION_PLATO
La Ruta del Waffle;Av Libertador Bernardo O'Higgins 363, Santiago, Región Metropolitana Local 1;Arma Tu Smoothie;Smoothie 500 cc a elección
Lulupok;Av. Presidente Kennedy 5413, Las Condes (Parque Arauco, 3er piso, Bazar Gourmet);Sprite Zero 350 ml;Bebida
Sushi Niko;porvenir 343;Camaron Furay;Camaron furay 10 unidades
Franco 2x1;Francisco Bilbao 3469 F, Providencia.;Fanta Zero 1,5 l;1,5 L
Yanagui Sushi;Nueva Los Leones 0140, Providencia, Región Metropolitana;Galletas Chocolate Chips;100 gramos de galletas artesanales para un postre exquisito.
Tataki Sushi;Luis Pasteur 6052, vitacura;Maguro;Roll Mix de lechugas con atún sellado en sésamo y salsa ponzu.
Sushi Vai;Miguel Claro 027, Providencia;Fanta Naranja 1.5 l;Bebida
Lpetite cafetería y boutique;Av. Manquehue sur 520;Brew la la Tea;Cofee tea orgánico y vegano (50 bags).
Mezcla Cafetería;Bellavista 0290 B, Providencia;Corteza Jesuita Ginger Ale;Bebida gaseosa en base a gengibre.
Yang Tes;avenida manquehue sur 1554, las condes;Botella de Pisco Sour 190 Cc (hecho por el Restaurant);Botella de Pisco sour 190 cc (hecho por el restaurant)
Docetrece Restaurant;Tobalaba 1213 (ENTREGA POR RAMON SOTOMAYOR 2988), Providencia, Santiago;Marcel Duhaut;Pizza con Churrasco Cebolla Morada, Tomate, Tocino, Aji Verde, Cilantro.
Crudo Express;larrain 6741 La reina;Jugo de Limón;Jugo de limón.
Comida China Biyi;Av. Oriental 5876, Penalolen, Peñalolén;Sopa I Fu Min;Sopa de Camarón, verduras, pollo, tallarín
Donde Naresh;Esmeralda 716;Omelette de queso;doblsdo alrededor, relleno de queso
Yao Feng;Pepe vila 408 la reina;Sprite 350 ml;Bebida
Sushi Big Bang;avenida sucre 2439;Dos Rollos + Ceviche;"Rolls a elección acompañado de un ceviche de Salmón o 
Tilapia"
Las Vegas;avenida Jose Pedro Alessandri 2014, ñuñoa;Promo 2 Sandwich Fest;Salchicha extra dog a elección + Papas fritas personales + Bebida 350cc a elección
Yin Hua;santa elena 1999, santiago;Fanta Naranja 350 ml;Bebida
Swagat Comida India;Blas cañas 473 santiago;Cervezas;Cristal , Escudo, Budweiser, Heineken, Austral
Tung Fong.;Nueva Providencia 1978, Providencia;Chorrillana Mongoliano;Carne de vacuno con cebolla salteado y papa fritas naturales y dos porción de huevo fresco .
Soichiro Sushi;Av. Sucre 3060, Local D, Ñuñoa, Santiago (Por Los Leones);Arma tu Roll;Escoge tus ingredientes
Shawarma el Porvenir;Avenida Manuel Antonio Matta 477, Santiago;Cheesecake de Maracuyá;Cheesecake de maracuyá.
Heladería Sebastian;Andrés de Fuenzalida 26, providencia;Caja con 15 Conos de Barquillo;Conos de barquillos para que puedas acompañar con tus helados.
ChilMex Mexican Grill;Gral Carol Urzúa 7065 Las Condes Región Metropolitana;Promo Gran Snack Especial;Rico burrito con proteína a elección, tacos clásicos de pollo a la plancha, nachos con queso fundido y bebida de 1.5 litros.
Bajón de la Noche;campo de deporte 850, ñuñoa;Papa Frita Personal 500g Aprox;Papa frita para 3 ...500g aprox .
Ruta Tercera Comida China;huerfanos 1466;Diente de Dragón Especial;Diente de Dragón Especial
Gino´s Pizza;Almirante Latorre 284, Santiago, Región Metropolitana;Watt's Durazno 1.5 L;Jugo
Yami yami;Pedro de valdivia 3299 ñuñoa;Fanta Naranja 350 ml;Bebida
Lun wa;Avda Cristobal Colon 5975, Las Condes;Coca-Cola Original 1.5 l;Bebida
Sándwich Factory;Juan de Escaray 6960;Fanta Zero 1.5 L;Fanta Zero 1.5 L
Perpetuo  restaurant;pedro de valdivia 041, providencia;Cubiertos Desechables;Cubiertos de madera .
Trattoria Barrio Sucre;Av. Sucre 2825 Ñuñoa Región Metropolitana;Coca-Cola Sin Azúcar 1.5 L;Bebida
Fritkot;Av. Holanda 067, Local 107, Providencia, Región Metropolitana;Nordic Normal 350 ml;Cerveza
All Rice Food;girardi 1362, providencia;Qu4tro Zero 350 ml;Bebida.
Café Mokka;Av Presidente Kennedy 5413 Las Condes, Vitacura Región Metropolitana local 426;Jugo de Fruta;Jugo de fruta.
Koya Sushi;Fresia 585, Providencia, Región Metropolitana;Gyosas 5 Unidades;Escoge la gyosa que prefieras: pollo o camarón o cerdo
Waffle Waffle!;Avenida Vitacura 2898;Frutilla;Jugo de Frutilla
Killer Pizza;ramon carnicer 75;Lasagna Vegana;Lasagna vegana.
Almacén Peruano;alejandro fleming 8606, las condes;Combina Tus Empanadas 6 y 6;6 Empanadas de pino y 6 empanadas de queso chanco.
Helados Mó;Los Leones 16, Providencia;Chocolate Caliente;Chocolate Caliente
Longburgers;Francisco Bilbao 2725, Providencia;Blue Moon355 ml;White belgian wheat ale 5.4º.
Da Radda;Los Militares 4777 Las Condes;Coca-Cola Sin Azúcar 350 ml;Bebida
Relativo Restaurante;Valenzuela castillo 1277 Providencia;Vital Con Gas 600 ml;Agua
Matsumoto restaurante;Porvenir 504, Santiago Centro, Santiago.;Coca-Cola Original 1.5 l;Bebida
Korner Beer House;av chile españa 119, ñuñoa;Dr. Tuleta con Broadway;Dr. Tuleta con Broadway, costillas de cerdo ahumada y macerada con papas.
Messers;Cerro Colorado 5886, Las Condes, Chile;Ramazzoti + Empanadas;Tequeños ( dedos de queso de mozzarella  8 un). Empanadas colombiana , y la promo de ramazzotti.
Barrio Perú;Curicó 565 Santiago, Región Metropolitana;Limonada;Limonada.
Ajiseco Teatinos 446;Teatinos 446 santiago;Vital Con Gas 600 ml;Agua
Ying Feng Peñalolén;Alcalde Jorge Monckeberg 2317;Sprite 1.5 l;Bebida
He Hin;Francisco Bilbao 890, providencia;Bebidas 350Cc;Bebidas. especificar sabor linea coca coa.
Xiong Chang Comida China;Emilia Téllez 4002 Ñuñoa Región Metropolitana;Fanta Naranja 1.5 l;Bebida
La Casona del Ají Seco;Avenida Manuel Montt 652, Providencia;Chicha morada;Chicha morada
Fuente Nicanor;"""Av Presidente Kennedy 5413 Las Condes, Vitacura Región Metropolitana local 613""";Cachantun Con Gas 500 ml;Agua
Chirashi by Noah;Av. Pedro de Valdivia 64, Segundo Piso, Providencia;Chirashi sake+bebida;chirashi sake+bebida
Woking Restaurant;Av Vitacura 2912 Las Condes Región Metropolitana;Camarón apanado;5 camarones apanados con salsa teriyaki
Cocinero de los Mares;Diagonal Ote 5680, Ñuñoa;Cerveza Heineken;Cerveza Heineken.
Tio Tomate;Paseo Peatonal El Mañío 1620, Vitacura, Región Metropolitana;Cheesecake de Yoghurt;receta casera con salsa de frambuesa o dulce de leche.
D'Todito;nataniel  cox 135, sant;Ceviches Nikkei;Salmón, pulpo, calamar y pescado blanco.
Cococha;los militares 5953 local 101 las condes;Pan de Pascua Premium;Pan de pascua cubierto de chocolate blanco, con chispas de chocolate. Relleno de almendras laminadas, nueces y cranberries.
Gran Yuan;san antonio 336 santiago;Sopa ramen;Sopa con cerdo asado, huevo duro, camarón, brócoli y cebollin.
Tele Sándwich;apoquindo 6451 las condes;Jugo de Naranja 1.5L;1.5L
Da Dino;Apoquindo 4228 Las condes;Sprite 350 ml;Bebida
Tatsu Sushi;Av. Salvador 1130, Santiago, Providencia, Región Metropolitana;Tabla 5;Gohan a elección con bebida a elegir
Poké Si;Pedro de Valdivia 2153 providencia;Tiramaki;Pocillo pequeño .
Sushi Nan Santiago;Av. Recoleta 565, Recoleta, Región Metropolitana, Chile;Escudo silver de 350 ml pack de 6 unidades;Escudo silver de 350 ml pack de 6 unidades
TAPAS ME MOLA;Lo Beltrán 1771, Vitacura, Chile;Especial Fines de Semana;"Elije en los ""toppings"" los platos que más te gusten (todos los que quieras). El menú está pensado para dos.."
Arabian Fast Food;Catedral 1462, Santiago Centro;Sprite 350 ml;Bebida
Omakase Sushi Delivery;geronimo de alderete 1423, vitacura;Mango;Delicioso jugo sabor a mango de 475 cc.
Guappo Pizzería;Av. Pocuro 3095 Providencia Región Metropolitana;Amermelá;Mozzarella, salsa de tomate, morrón asado, aceitunas y mermelada de ají.
Ziaro Sushi;Carmencita 272 Las Condes Región Metropolitana;Fanta Naranja 350 ml;Bebida
Como En Tu Casa;Avenida Los Leones 2500 local 6, Santiago;Cordon Bleu;Puré de papa natural, papas fritas o arroz + ensalada + jugo natural de fruta + pan al ajillo.
Ranma Sushi;arturo prat 1667, santiago;Sake Especial Oriental;Roll con camarón, salmón, queso, cebollín, envuelto en salmon. sin arroz		.
El Ají Seco Mistico;Enrique Mac Iver 366, Santiago, Región Metropolitana;Inca Kola Original 1.5 l;Gaseosas
Lai Thai;Av. Holanda 077 Providencia Región Metropolitana, Local 203;Thai Lemon Tea 350ml;Té rojo Tailandés con azúcar y limón.
Sayonara Urmeneta;Urmeneta 816 Recoleta;Gyosas de Camarón;Gyosas de camarón 5 und.
Aomori Nikkei & Sushi;Toesca 1920, Santiago;Sprite Zero 1.5 L;Bebida
El Garaje de la Chanchita;Gral Flores 108, Providencia, Región Metropolitana;Salmón Frito;Salmón frito apanado con harina blanca y panco, cebolla marinada en limón y jengibre, sobre base de hoja de betarraga o mix verde, según disposición.
Don Pizzero;Irarrázaval 1900 Ñuñoa Región Metropolitana;Fanta Sabor Naranja Lata 350 ml;Bebida
Don Papas;Irarrázaval 1900, Ñuñoa, Región Metropolitana, Chile;Fanta Sabor Naranja Lata 350 ml;350 ml
La Ruta de la Milanesa;Av. Simón Bolívar 4800 Ñuñoa Región Metropolitana, local 103;Coca-Cola Light 1.5 L;Bebida
Peces Gordos Padre Hurtado;Padre Hurtado Sur 875, mal plaza los dominicos;De Caleta;Pan batard con merluza frita, lactonesa de cilantro y chilena, con papas fritas.
Churún Merú Juice & Coffee;Loreto 22, Recoleta, Chile;4x3 Empanada Gourmet 🍃;No queremos algo químico sino artístico. Es por esto que elaboramos algo con mucho amor, con sabores más intensos o delicados que te darán placer XO
Domenica;Av. El Bosque 138 Providencia Región Metropolitana Chile;Fanta Naranja 1.5 l;Bebida
Selvado;Antonia López de Bello 0118, Providencia, Santiago, Chile;Papas fritas extra grandes;Porción extra grande.
Everyday Sushi;Merced 655 Santiago Región Metropolitana;Duenyang Chige (Sopa);Sopa de pasta de poroto de soya coreano con verduras, camarón, calamar, marisco y tofu. acompañado con arroz blanco.
Heart Attack;Simón Bolívar 2585, Ñuñoa, Región Metropolitana, Chile;HEINEKEN 0.0;HEINEKEN 0.0 BOTELLA 350 CC
Zekkei Sushi Mallinkrodt;Mallinkrodt 54;Ceviche de Salmón;Salmón, camarón, cebolla, pimentón, limón, leche de tigre siriasha, aromatizado con hojas de cilantro
Chato's;Av. Ossa 1097;Mechada Chacarera;Exquisita preparacion de la casa , con porotos verdes frescos y aji .
Chicken International;Magnere 1570 Providencia Región Metropolitana, local 105;Fanta Naranja 350 ml;Bebida
Rishtedar;Av. Holanda 160, Providencia;Gulab Jamun;Gulab jamun bolitas de almidón de leche maceradas en agua de rosas con azafrán.
Romani;Los Piñones 33 Providencia Región Metropolitana;Extra Aceitunas Negras (porción Familiar);Finas rodajas de aceitunas negras para porción Familiar.
Amus Buch;Nataniel Cox 2038 Santiago Región Metropolitana;Coca Cola Zero 1.5;Bebida
Thai Taste;Campo de Deportes 850, Ñuñoa, Región Metropolitana;Sprite;en lata
Zepellin;Nueva de Lyon 30 Providencia Región Metropolitana, local 22;Guallarauco Agua Manzana;Agua saborizada de 50 ml.
Papa's Shop;Av. Larrain 6800 La Reina Región Metropolitana;2 Hamburguesas y Bebidas;2 hamburguesas con papas y 2 bebidas gaseosas de 350ml a elección .
Vasto;av. apoquindo 7238, local 10 las condes;Corazones de Alcachofas;Alcachofas frescas.
Le Bistrot Viet;Galería Lastarria - Padre Luis de Valdivia 327, 2do pisoSantiago, Región Metropolitana, Chile;Emiliana Adobe Rosé 750 ml;Vino
Moroni Sushi;Hamburgo 927 Ñuñoa;2x1 Hand Roll Kanikama;Roll con kanikama ,queso crema, cebollín.
Tempura Sushi;Av kennedy 5413, local 382, las condes;Coca-Cola Original 350 ml;Bebida
La Anguschería;Roman Diaz 28, Providencia, Santiago;Kem Piña 350 ml;Bebida
Sushi Delivery;Irarrázaval 1556, Ñuñoa;Sprite 2,5 Lts;Bebida
Juan y Medio;Encomenderos, 113, Las Condes, Región Metropolitana, local 5;Chorrillana Mechada;Base de papas fritas, deliciosa cebolla estofada y frita, sabrosa mechada y de coronación 3 huevos fritos.
Karai Sushi;Avenida Manquehue Sur 1231, Las Condes, Chile Local 9;Sprite Zero 1.5 L;Bebida
Rincón Árabe;Juan Enrique Concha, 55, Ñuñoa, Región Metropolitana;Kubeb con;6 unidades de kubbe frito o crudo con su respectivo acompañamiento.
Pan's Artesanal Cl;Av. Italia, 1548, Ñuñoa, Región Metropolitana;Kombucha Sabor Maracuya 330 ml;Bebida probiotica 100% fermentada naturalmente sabor maracuya. vegana, baja en azucar, gluten free.
El chimbotano;San Pablo, 2522, Santiago, Región Metropolitana;Ensalada el Chimbotano;Ensalada el chimbotano. Contiene lechuga, zanahoria, col morada, pepino.
Angusteak Burger;Román Díaz 28, Providencia, Región Metropolitana;4 Clasic Burgers;Queso americano, lechuga, tomate,pepinillos y salsa de la casa + 4 bebidas 350 ml a elección
Tlayolli;"Punta Arenas 10,
Providencia";Tacos de Cochinita Pibil (3 unidades);Cerdo mechado en naranja y especias mexicanas. Acompañado de porotos negros y pickle de cebolla morada. Incluye salsas.
Restaurant Peruano Susan 2;carmen covarrubias 90, ñuñoa;Inca Kola Original 350 ml;Bebida
Pollos a la Brasa D'Maoma Sushi;Arturo Prat 1250, Santiago, Región Metropolitana, LOCAL 1;Promo de 100 piezas  mixtas;10pz pollo queso   frito  10pz kanicama queso  frito 10pz champiñon queso   frito 10pz camaron queso frito 10pz salmon palta  env queso 10pz pepino queso env en palta 10 pz camaron furay queso cebollin env en salmon  10 pz palta kanicama en en sesamo 10pz palta salsa spicy env en nori  10 pz  queso pepino  env en nori
Oh My Pizza;Av. Sucre 2513, Ñuñoa, Región Metropolitana;Coca-Cola Sin Azúcar 1.5 l;Bebida
Barranco 51;santo domingo 615;Ceviche Mixto;Trozos de pescado, calamar pinzas jaiba, calamar  camote choclo  .
My Tea;Av. Providencia 2346;Matcha Treat;Té matcha, leche, red beans y custard cream.
Baharat;monitor araucano, 0803, providencia, santigo chile;Mediterráneo;Vino tinto.
Chancha Javali;Av. Pdte. Riesco 3080, Las Condes, Región Metropolitana;Leche asada;Receta tradicional de leche asada con caramelo.
Rico y Rapido;Av. Nueva Providencia 1725, Providencia, Región Metropolitana;Quatro Pomelo Zero 350 ml;Bebida
La Provincia Restaurant;Av. Apoquindo 4445, Las Condes, Región Metropolitana, ChileL Local 1;Longaniza Alemana 500 gr;"Sabor suave. Carne y tocino de cerdo, nuez moscada. Producto crudo, tripa comestible, duración 30 días, conservadas refrigeradas entre 0º y 5º C.



Fabricado por Productos Alimenticios Estoril Limitada, IX Región, Temuco"
Calle y Barrio;Miguel Claro 219, Providencia, Región Metropolitana, chile;Coca-Cola Original 350 ml;Bebida
La Popular Pizza y Pan;Av. Francisco Bilbao 2793 Providencia Región Metropolitana;Jugo Natural Manzana 1000 Ml;-
Maniero;Nueva de Lyon 155, Providencia, Región Metropolitana;Pizza Pepperoni;Salsa de tomate y salamito italiano.
Fuente Suiza;Irarrázaval 3361, Ñuñoa, Región Metropolitana;Chaparrita;Vienesa con queso derretido en pan lengua casero amasado fuente suiza.
Nuevo Sabor Sureño;Gral Gana 382, Santiago, Región Metropolitana, Chile;Papas Cocidas;Papas Cocidas
Al Jazeera;Guardia Vieja 181, Providencia, Región Metropolitana, local 4;Fanta Naranja 350 ml;Bebida
Punto Dulce;Irarrázaval 3259, Ñuñoa, Región Metropolitana;Fanta Naranja 350 ml;Bebida
Okui Sushi;Santa Elena 1790 local 3, Santiago, Región Metropolitana;Pepsi Zero 350 ml;Bebida
Zona Latina;Dardignac 59, Recoleta, Región Metropolitana;Hamburguesa Quinua;Pan integran,  hamburguesa de quinua, salsa ciboulette, arma tu hamburguesa.
Guacamole Tex Mex;Fanor Velasco 86, Santiago, Región Metropolitana;Tijuana Salad;Lechuga, pico de gallo, guacamole, queso gouda rallado, salsa de la casa, queso cheddar y nachos. .
La Cabrera al Paso;Alonso de Córdova 4263;Coca Cola Light;Coca Cola Light Lata 350 ml
THE FRITAS;Avenida Providencia 467, Providencia, Chile (Local 103);Chocolate con Arándano;Chocolate y arándano .
Chicken Tea;Sazié 2069, Santiago, Región Metropolitana, LOCAL B;Kem Piña 350 ml;Bebida
China Village;Av. Manquehue Sur 1022, Las Condes, Región Metropolitana;Ají Verde;Porción de ají verde.
Señor Burger;Av. Manuel Montt 928, Providencia;Smash Cebolla Rings Burger;100g de carne de vacuno smash, queso cheddar, aros de cebolla y bbq, pan frica artesanal.
Virginia's Burger;Av Vitacura 7261, Santiago, Vitacura, Región Metropolitana;Sprite Zero;Bebida
Centurión Resto Bar;ernesto pinto lagarrigue 257, Región Metropolitana;Parrilla Especial;4 cortes de lomo 3 cortes de pollo 3 chuletas 3 chorizos 2 prietas .
Misoya;Sta Filomena 348, Recoleta, Región Metropolitana;Sprite 350 ml;Bebida
Olivo Limón;Av. Cristobal Colon 4659, Las Condes,;Coca-Cola Light 350 ml;Bebida
Pasta Pazza;Los Conquistadores 2248, Providencia, Región Metropolitana;Leche Asada;Exquisito postre de leche casero.
Fuente Vicuña;Vicuña Mackenna 306, Providencia, Región Metropolitana;Completo Santa Isabel;Lechuga, queso cheddar, cebolla morada, pepinillo y mayo casera
Sushi Yuko;Av. Presidente Jose Batlle y Ordoñez 4612, Ñuñoa, Santiago, Región Metropolitana, Chile;Salsa Spicy;Salsa spicy.
Cordova Cocina y Bar;Alonso de Córdova 3080, Vitacura, Región Metropolitana, local 2;Austral Calafate 330 ml;Cerveza
Tomodashi Go;Av. Holanda 170, Providencia;Coca-Cola Sin Azúcar 1.5 l;Bebida
Donde la Tía Sonia;Los Militares 4281, Las Condes, Región Metropolitana OJO NO ES EN SUBCENTRO;Inca Kola Original 350;Bebida
Comida China Hai Li;Dublé Almeyda 5500Ñuñoa, Región Metropolitana;Ají Escabeche;Ají escabeche.
Antica Gelateria del Corso;Isidora Goyenechea 3278, Las Condes, Región Metropolitana,, local;Mascarpone;Helado de mascarpone.
Café Forestal;Ismael Valdes Vergara 490 local 1 Santiago;Bagel Salmón;Bagel con salmón ahumado, queso crema, alcaparras, tomate, rúcula
Cafetería Isanic;Av. Francisco Bilbao 2024, Providencia, Región Metropolitana;Fanta Naranja 350 ml;Bebida
Vecchia Casa;Av. Larrain 6026, La Reina;Volcán de Chocolate;Brownie de chocolate y salsa de berries
Take Eat;Dr Manuel Barros Borgoño 34, Providencia, Región Metropolitana, local A;Benedictino con Gas 500 ml;Agua
Comida China Wynn;José Domingo Cañas 1510, Ñuñoa, Región Metropolitana;Arroz Chaufan;Salteado con huevo, jamón y cebollin
Bar Nacional Las condes;Isidora Goyenechea 2926, Las Condes;Hamburguesa Nacional;Hamburguesa de 250gr, acompañado de palta, tomate, lechuga, cebolla morada, pepinillos, queso derretido y tocino crocante.
El Tío Manolo Ñuñoa;Corfu 1000, Ñuñoa, Región Metropolitana, Chile;Empanada Queso;Empanada de queso
Jerónimo;(OJO: Entrar al local por calle Entrar al local por Aurelio Gonzalez) Alonso de Córdova 3102, Vitacura, Región Metropolitana;Papas Bravas Jerónimo;Alioli y salsa brava
Ritrovo;José Diego Benavente 59, Ñuñoa, Región Metropolitana, Chile;Tiramisú;Bizcocho de vainilla bañado en jarabe de café y amaretto relleno con crema de queso.
El Pollo Bakán;Av. Salvador 865 Providencia, Región Metropolitana;Huevo Frito;1 huevo frito de color
New Horizon;Merced 565, Santiago, Región Metropolitana;Fanta Naranja 350 ml;Bebida
I-Mu Sushi & Bar;Juan Enrique Concha 41 Ñuñoa, Región Metropolitana;Chessecake Oreo;Postre casero chessecake de oreo.
Ekos Fusion;Echaurren 216;Ensalada Primavera;Zanahoria, repollo, brocoli, palta y huevo duro.
